0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
5,255102,255105,253104,255100,1255111,255095,255113,3255140,255099,249091,255100,179255098,253111,250108,255103,250107,1255107,255090,255100,255095,255100,255082,255078,255094
5,255106,255100,255103,255092,248111,255111,255105,7254177,255111,3241149,9239223,4217181,255094,255092,255106,255094,255089,255094,252095,255091,255103,255092,252077,255090
5,2255126,1237129,255108,2255120,2251123,3253123,2253120,4255137,3251143,3255132,2255126,2255120,2255112,2255120,1255117,1251122,2253119,1241124,255103,255108,255108,237125,255106,253106
5,14255254,255072,255095,249084,255105,255121,252091,255098,253115,255099,252085,255096,255096,255089,255108,255088,255089,179255076,255074,255078,255084,252079,252079,255075
5,255098,5252158,255094,255102,255068,255100,1255104,255094,255102,179255100,255100,255092,255103,255100,255090,252079,255080,255082,252079,255090,252091,255082,255078,255092
5,255080,179255035,255041,255081,255084,255090,1212130,255091,2241144,3255134,255112,255036,255096,255096,255094,255092,252085,255084,255090,255086,255092,255080,255074,255088
5,4255140,178250051,253114,1255052,255051,1255106,4253144,2255117,7247183,2253117,6255166,3245152,1251116,255113,250113,248116,253111,255102,253114,255113,255113,255108,255110,255103
5,2253133,3251143,1255118,3253142,179255056,249118,8255189,1253130,6248186,2251134,255087,2253145,255110,255110,248109,1255114,255110,1246118,255104,255100,255103,255100,255102,255095
5,17255255,2253120,255114,252095,255048,255089,255120,1247124,6252178,3255145,253115,1251116,255099,255093,179255106,255106,255098,179252101,255095,255094,252095,255084,255094,255092
5,252095,179255104,255098,1255057,2255129,255036,255064,255054,252100,255099,255102,255103,255086,255091,252081,255089,255090,255080,252075,255080,252079,248068,179255078,255078
5,2255110,2238120,3244140,255080,7255156,252077,5250149,5252153,4255130,1255109,1246108,2247124,255099,1255108,255099,2255121,3251125,179255103,255091,255109,255105,255100,255094,255103
5,17225255,1253108,3255113,7246167,250049,2243133,6250161,6255154,4255129,5250151,6253158,1246115,179252097,1246114,1250111,255096,1243109,1255108,255096,255096,255096,255090,255100,255092
5,2255112,3255115,3244114,4251125,252079,255085,3255123,3255124,6253164,4255128,6253161,6255159,1255104,255106,2255125,1255102,1255108,253106,255098,255103,1255104,255104,255090,255090
5,13255247,1245103,5251140,2240117,255081,7242176,4244137,4255125,3255120,6255152,5241162,2253113,1255106,1253103,253106,2255105,255088,255086,255092,255100,255100,255085,255085,252079
5,3255107,2253105,1255096,2255116,6255161,2253110,1248107,5255136,2255122,2255122,10254172,255100,1255103,1255107,255101,255098,1255098,255094,252090,255096,252099,255100,255092,255094
5,255103,3248114,11238231,255098,5253142,6238152,1250109,2242121,2248116,1255112,9246192,13249229,255098,4255117,2250111,255099,255098,1255097,255096,252095,255094,255095,255096,255095
5,179255050,179255042,179249043,1255049,255038,252085,4255151,5250162,4252150,5255170,2255119,255068,255091,255086,255092,255090,179252083,255082,255096,255090,255090,255089,255086,255080
5,255068,255088,255040,179255056,255046,1255036,250102,4250156,5253165,2251130,5255166,2255115,255088,252099,255088,255090,255092,255089,255080,255100,255089,255078,255086,255081
5,255085,255082,8253217,255081,255074,255091,255092,178255091,255105,255090,179255090,255078,255074,255072,255078,255084,252079,255072,255076,255076,252091,255075,255065,255068
5,255102,179255100,179255103,179255089,255095,255094,255114,1253129,1251125,255113,1255127,255104,252093,255103,255088,255098,255103,255098,255094,255096,255091,255099,255084,255075
5,255098,255108,255092,255090,255105,3250153,255103,255104,255114,251129,5255178,255090,255091,255098,255098,255094,255094,255088,255086,255090,255095,255099,179255092,255086
6,255020,255010,177255022,247031,179255020,179255020,255034,240017,179255021,245025,255030,255014,255061,255066,251069,255069,255060,255060,255060,255064,255065,255068,255060,255058
6,1255029,255024,1255022,255018,255016,255016,255030,242019,179255032,255048,255020,255020,255064,252075,179255072,255064,255064,255060,250055,251067,179255076,255064,255062,255060
6,179255020,255105,255035,255024,255014,1255029,255016,255015,1255022,255025,250055,255018,255062,255064,255070,251069,255062,255060,255062,255064,255060,255064,255062,255064
6,255060,255062,179255032,179255034,255024,255020,242019,255015,177243021,255074,178255056,255054,255066,255084,251071,251071,255064,255072,255068,251069,255075,255070,255064,255080
6,179255050,255061,179255056,255034,1255032,179255039,255030,1255021,255020,179255020,255060,179255040,255090,255086,255082,255064,255066,179255066,255072,251071,255062,179255071,4246085,255090
6,255046,179255059,255066,255061,255030,255030,255028,255014,255031,255015,255024,179255026,255094,255096,253109,255094,255072,255080,255064,255077,255092,255074,255081,255066
6,179255028,255028,255034,179255056,247031,255093,1255029,255046,255020,1255029,179255020,1255022,255088,1248115,255094,255072,255090,255071,255074,255075,255074,255068,179252077,255070
6,255028,255040,178255018,255054,1255022,255060,255028,179255042,255030,255025,179255039,255038,179255100,255099,255100,255082,255100,255072,255076,255084,179255076,255075,255078,255070
